Model,Sentence,Target,Sentiment,published_time
TSC,Various celebrations are held across the world with the approaching of Mid-Autumn Festival.,US,neutral,2023-09-29
TSC," 

Saudi ambassador to Palestine Naif bin Bandar Al-Sudairi speaks during a joint press conference at the Palestinian foreign ministry headquarters in the West Bank city of Ramallah, on Sept. 26, 2023.(Photo: Xinhua) 



 ",Palestine,neutral,2023-09-27
TSC," 

Saudi ambassador to Palestine Naif bin Bandar Al-Sudairi speaks during a joint press conference at the Palestinian foreign ministry headquarters in the West Bank city of Ramallah, on Sept. 26, 2023.(Photo: Xinhua) 



 ",West,neutral,2023-09-27
TSC," 

Saudi ambassador to Palestine Naif bin Bandar Al-Sudairi speaks during a joint press conference at the Palestinian foreign ministry headquarters in the West Bank city of Ramallah, on Sept. 26, 2023.(Photo: Xinhua) 



 ",West Bank,neutral,2023-09-27
TSC,"The first Saudi ambassador to Palestine Naif bin Bandar Al-Sudairi arrived in the West Bank on Tuesday, the official Palestinian news agency WAFA reported.",Palestine,neutral,2023-09-27
TSC,"The first Saudi ambassador to Palestine Naif bin Bandar Al-Sudairi arrived in the West Bank on Tuesday, the official Palestinian news agency WAFA reported.",West,neutral,2023-09-27
TSC,"The first Saudi ambassador to Palestine Naif bin Bandar Al-Sudairi arrived in the West Bank on Tuesday, the official Palestinian news agency WAFA reported.",West Bank,neutral,2023-09-27
TSC,"Leading an official delegation, Al-Sudairi, the non-resident ambassador to Palestine and non-resident consul general in Jerusalem, presented his credentials to Palestinian President Mahmoud Abbas at the presidency headquarters in Ramallah, it said.",Palestine,neutral,2023-09-27
TSC,"Leading an official delegation, Al-Sudairi, the non-resident ambassador to Palestine and non-resident consul general in Jerusalem, presented his credentials to Palestinian President Mahmoud Abbas at the presidency headquarters in Ramallah, it said.",US,neutral,2023-09-27
TSC,Al-Sudairi's arrival comes amid Israel's efforts to normalize relations with Saudi Arabia.,Israel,neutral,2023-09-27
TSC,Al-Sudairi's arrival comes amid Israel's efforts to normalize relations with Saudi Arabia.,Saudi Arabia,neutral,2023-09-27
TSC,"During their meeting, Abbas welcomed Al-Sudairi and said his visit to Palestine and his appointment as Saudi ambassador to the State of Palestine would contribute to ""strengthening the strong fraternal relations that bind the two countries and the two brotherly peoples.",Palestine,neutral,2023-09-27
TSC,"During their meeting, Abbas welcomed Al-Sudairi and said his visit to Palestine and his appointment as Saudi ambassador to the State of Palestine would contribute to ""strengthening the strong fraternal relations that bind the two countries and the two brotherly peoples.",UN,positive,2023-09-27
TSC,"""The Saudi ambassador said he hoped that his visit would be ""a successful beginning for strengthening relations in all fields,"" stressing his country's firm and supportive positions for the Palestinian people and their just cause.",US,positive,2023-09-27
TSC,"""The Saudi ambassador said he hoped that his visit would be ""a successful beginning for strengthening relations in all fields,"" stressing his country's firm and supportive positions for the Palestinian people and their just cause.",UN,positive,2023-09-27
TSC,"Earlier in the day, Al-Sudairi told reporters in a statement that ""the Arab Peace Initiative is the basic point in any upcoming agreement,"" after being asked about the fate of the initiative in the event of reaching a normalization deal between Saudi Arabia and Israel.",Israel,neutral,2023-09-27
TSC,"Earlier in the day, Al-Sudairi told reporters in a statement that ""the Arab Peace Initiative is the basic point in any upcoming agreement,"" after being asked about the fate of the initiative in the event of reaching a normalization deal between Saudi Arabia and Israel.",Saudi Arabia,neutral,2023-09-27
TSC,The Arab Peace Initiative was launched in 2002 after it was drafted by Saudi Arabia and adopted by the Arab League.,Saudi Arabia,neutral,2023-09-27
TSC,The Arab Peace Initiative was launched in 2002 after it was drafted by Saudi Arabia and adopted by the Arab League.,UN,neutral,2023-09-27
TSC,"The initiative calls for an end to the conflict between Israel and Palestine and the normalization of relations between Israel and Arab states, in exchange for an Israeli withdrawal from the areas it gained since 1967 and proper settlement to the issue of Palestinian refugees.",Israel,neutral,2023-09-27
TSC,"The initiative calls for an end to the conflict between Israel and Palestine and the normalization of relations between Israel and Arab states, in exchange for an Israeli withdrawal from the areas it gained since 1967 and proper settlement to the issue of Palestinian refugees.",Palestine,neutral,2023-09-27
TSC,"The Palestinians demanded the establishment of an independent state alongside Israel in all of the Palestinian territories occupied by Israel in 1967, including the entire West Bank and the Gaza Strip, with East Jerusalem as its capital.",Israel,neutral,2023-09-27
TSC,"The Palestinians demanded the establishment of an independent state alongside Israel in all of the Palestinian territories occupied by Israel in 1967, including the entire West Bank and the Gaza Strip, with East Jerusalem as its capital.",Gaza,neutral,2023-09-27
TSC,"The Palestinians demanded the establishment of an independent state alongside Israel in all of the Palestinian territories occupied by Israel in 1967, including the entire West Bank and the Gaza Strip, with East Jerusalem as its capital.",US,neutral,2023-09-27
TSC,"The Palestinians demanded the establishment of an independent state alongside Israel in all of the Palestinian territories occupied by Israel in 1967, including the entire West Bank and the Gaza Strip, with East Jerusalem as its capital.",West,neutral,2023-09-27
TSC,"The Palestinians demanded the establishment of an independent state alongside Israel in all of the Palestinian territories occupied by Israel in 1967, including the entire West Bank and the Gaza Strip, with East Jerusalem as its capital.",West Bank,neutral,2023-09-27
TSC,The Saudi ambassador also confirmed that his country intends to open a consulate in East Jerusalem soon.,US,neutral,2023-09-27
TSC,The Saudi ambassador also confirmed that his country intends to open a consulate in East Jerusalem soon.,UN,neutral,2023-09-27
TSC," The Chinese government released a white paper on Tuesday to introduce the theoretical base, practice and development of a global community of shared future, as by presenting China's vision of the course of human development, it counters the hegemonic thinking of certain countries that seek supremacy. ",China,positive,2023-09-26
TSC," The Chinese government released a white paper on Tuesday to introduce the theoretical base, practice and development of a global community of shared future, as by presenting China's vision of the course of human development, it counters the hegemonic thinking of certain countries that seek supremacy. ",UN,positive,2023-09-26
TSC,"The white paper, titled ""A Global Community of Shared Future: China's Proposals and Actions,"" introduced the background for China to raise the concept of a global community of shared future as the world is undergoing changes on a scale unseen in a century with various problems posing unprecedented challenges for human society.",US,positive,2023-09-26
TSC,"The white paper, titled ""A Global Community of Shared Future: China's Proposals and Actions,"" introduced the background for China to raise the concept of a global community of shared future as the world is undergoing changes on a scale unseen in a century with various problems posing unprecedented challenges for human society.",China,positive,2023-09-26
